,Ticker,Filing Date,Filing Price,Sell Date,Sell Price,Return on Investment (%)
0, PSTL,2024-05-31 19:55:25,13.380000114440918,2024-06-03 19:55:25,13.4399995803833,0.4484264979760793
1, CZR,2024-05-31 19:55:23,35.560001373291016,2024-06-03 19:55:23,35.619998931884766,0.1687220367736373
2, PFHO,2024-05-31 19:42:28,0.7900000214576721,2024-06-03 19:42:28,0.7900000214576721,0.0
3, RYI,2024-05-31 19:28:57,23.75,2024-06-03 19:28:57,23.139999389648438,-2.5684236225328947
4, GROV,2024-05-31 19:12:00,1.6100000143051147,2024-06-03 19:12:00,1.590000033378601,-1.242234829118668
5, TALO,2024-05-31 18:15:17,12.010000228881836,2024-06-03 18:15:17,11.199999809265137,-6.744383048959462
6, APPN,2024-05-31 18:07:05,28.389999389648438,2024-06-03 18:07:05,28.75,1.2680543081759486
7, RKT,2024-05-31 18:03:08,13.899999618530273,2024-06-03 18:03:08,14.149999618530273,1.798561200438608
8, STEP,2024-05-31 17:52:16,42.939998626708984,2024-06-03 17:52:16,44.81999969482422,4.378204770006351
9, CMTG,2024-05-31 17:47:54,7.889999866485596,2024-06-03 17:47:54,8.279999732971191,4.942964170914637
10, MYO,2024-05-31 17:43:26,3.4100000858306885,2024-06-03 17:43:26,3.4000000953674316,-0.2932548449136124
11, WGS,2024-05-31 17:37:30,19.610000610351562,2024-06-03 17:37:30,21.450000762939453,9.382968359606306
12, FRTX,2024-05-31 17:29:19,0.8899999856948853,2024-06-03 17:29:19,0.8799999952316284,-1.1235944521335182
13, CTCX,2024-05-31 17:25:54,2.490000009536743,2024-06-03 17:25:54,2.5899999141693115,4.016060411629196
14, TTSH,2024-05-31 17:25:05,6.599999904632568,2024-06-03 17:25:05,6.75,2.272728750528404
15, BRN,2024-05-31 17:08:07,2.809999942779541,2024-06-03 17:08:07,2.880000114440918,2.4911093625196146
16, PRGO,2024-05-31 17:04:45,27.530000686645508,2024-06-03 17:04:45,27.639999389648438,0.3995593906987761
17, AEI,2024-05-31 17:02:49,0.9100000262260437,2024-06-03 17:02:49,1.0299999713897705,13.186806780807595
18, LRMR,2024-05-31 16:56:58,8.0,2024-06-03 16:56:58,9.140000343322754,14.250004291534424
19, MNPR,2024-05-31 16:56:08,0.6110000014305115,2024-06-03 16:56:08,0.7699999809265137,26.022909840219555
20, NARI,2024-05-31 16:54:38,50.0,2024-06-03 16:54:38,50.290000915527344,0.5800018310546875
21, ATLO,2024-05-31 16:50:51,20.5,2024-06-03 16:50:51,20.440000534057617,-0.29268032167016006
22, AMWD,2024-05-31 16:49:35,86.11000061035156,2024-06-03 16:49:35,85.69999694824219,-0.47613942538990894
23, TCBX,2024-05-31 16:45:15,21.09000015258789,2024-06-03 16:45:15,20.760000228881836,-1.564722244279175
24, TLS,2024-05-31 16:40:03,4.53000020980835,2024-06-03 16:40:03,4.179999828338623,-7.726277378793632
25, KFS,2024-05-31 16:38:23,8.020000457763672,2024-06-03 16:38:23,7.989999771118164,-0.37407337821865067
26, PEB,2024-05-31 16:38:19,14.149999618530273,2024-06-03 16:38:19,14.430000305175781,1.978803492537414
27, KFS,2024-05-31 16:31:43,8.020000457763672,2024-06-03 16:31:43,7.989999771118164,-0.37407337821865067
28, VCNX,2024-05-31 16:31:14,6.78000020980835,2024-06-03 16:31:14,7.110000133514404,4.8672553612705975
29, SYPR,2024-05-31 16:25:42,1.5199999809265137,2024-06-03 16:25:42,1.559999942779541,2.6315764707211
30, BCRX,2024-05-31 16:25:31,6.460000038146973,2024-06-03 16:25:31,6.789999961853027,5.108357921940724
31, IHT,2024-05-31 16:25:12,1.2799999713897705,2024-06-03 16:25:12,1.5,17.187502619344798
32, BHF,2024-05-31 16:23:12,44.5099983215332,2024-06-03 16:23:12,44.459999084472656,-0.11233259704788187
33, SELF,2024-05-31 16:21:04,4.96999979019165,2024-06-03 16:21:04,5.019999980926514,1.0060400974973724
34, NHI,2024-05-31 16:20:07,66.08000183105469,2024-06-03 16:20:07,67.31999969482422,1.8765100323995254
35, EVBN,2024-05-31 16:19:57,26.459999084472656,2024-06-03 16:19:57,25.850000381469727,-2.3053617691199815
36, SER,2024-05-31 16:18:29,9.40999984741211,2024-06-03 16:18:29,9.755000114440918,3.666315330745609
37, PENN,2024-05-31 16:18:26,17.5,2024-06-03 16:18:26,17.329999923706055,-0.9714290073939732
38, EP,2024-05-31 16:18:26,7.239999771118164,2024-06-03 16:18:26,6.5,-10.220991636908252
39, PRVA,2024-05-31 16:13:08,17.3700008392334,2024-06-03 16:13:08,17.329999923706055,-0.23028735517959328
40, ATRC,2024-05-31 16:12:34,22.540000915527344,2024-06-03 16:12:34,22.420000076293945,-0.5323905694730133
41, XMTR,2024-05-31 16:11:43,15.34000015258789,2024-06-03 16:11:43,15.369999885559082,0.19556540203899794
42, LEG,2024-05-31 16:09:07,11.600000381469727,2024-06-03 16:09:07,12.119999885559082,4.4827541981810795
43, NSC,2024-05-31 16:07:43,224.8000030517578,2024-06-03 16:07:43,223.7899932861328,-0.44929259426765045
44, RZLT,2024-05-31 16:05:38,4.03000020980835,2024-06-03 16:05:38,4.110000133514404,1.9851096660329741
45, DOMH,2024-05-31 16:05:29,2.2100000381469727,2024-06-03 16:05:29,2.309999942779541,4.524882484455325
46, BEEP,2024-05-31 16:05:27,3.380000114440918,2024-06-03 16:05:27,3.490000009536743,3.2544346559591806
47, DOMH,2024-05-31 16:05:27,2.2100000381469727,2024-06-03 16:05:27,2.309999942779541,4.524882484455325
48, XXII,2024-05-31 16:05:20,0.8809999823570251,2024-06-03 16:05:20,0.890999972820282,1.1350727200360309
49, NSC,2024-05-31 15:31:56,224.8000030517578,2024-06-03 15:31:56,223.7899932861328,-0.44929259426765045
50, NSC,2024-05-31 15:31:54,224.8000030517578,2024-06-03 15:31:54,223.7899932861328,-0.44929259426765045
51, NSC,2024-05-31 15:31:52,224.8000030517578,2024-06-03 15:31:52,223.7899932861328,-0.44929259426765045
52, OVBC,2024-05-31 15:27:13,23.309999465942383,2024-06-03 15:27:13,23.239999771118164,-0.3002989979750683
53, GUER,2024-05-31 15:25:03,2.5,2024-06-03 15:25:03,2.5,0.0
54, SRCE,2024-05-31 14:49:57,51.41999816894531,2024-06-03 14:49:57,50.959999084472656,-0.8945917947357473
55, INLX,2024-05-31 14:12:10,6.170000076293945,2024-06-03 14:12:10,6.099999904632568,-1.1345246482302
56, MGEE,2024-05-31 14:11:11,80.12999725341797,2024-06-03 14:11:11,79.12999725341797,-1.2479720882023926
57, CURI,2024-05-31 13:44:23,1.0399999618530273,2024-06-03 13:44:23,1.0399999618530273,0.0
58, CMCO,2024-05-31 13:24:35,39.099998474121094,2024-06-03 13:24:35,37.209999084472656,-4.833758218428988
59, LCNB,2024-05-31 11:08:26,14.100000381469727,2024-06-03 11:08:26,14.100000381469727,0.0
60, TPL,2024-05-31 10:52:20,614.3099975585938,2024-06-03 10:52:20,595.7899780273438,-3.0147677239264747
61, CHCO,2024-05-31 10:49:42,102.22000122070312,2024-06-03 10:49:42,102.37999725341797,0.1565212588575463
62, USCB,2024-05-31 10:48:44,12.079999923706055,2024-06-03 10:48:44,12.130000114440918,0.41390886631333346
63, EGBN,2024-05-31 09:11:12,18.030000686645508,2024-06-03 09:11:12,18.030000686645508,0.0
64, JANL,2024-05-31 09:06:55,40.5099983215332,2024-06-03 09:06:55,40.5099983215332,0.0
65, BHVN,2024-05-31 09:04:05,35.099998474121094,2024-06-03 09:04:05,35.099998474121094,0.0
66, SUN,2024-05-31 09:00:03,51.0,2024-06-03 09:00:03,51.0,0.0
67, YOU,2024-05-30 21:44:42,16.889999389648438,2024-06-02 21:44:42,16.889999389648438,0.0
68, APHP,2024-05-30 21:40:10,0.2199999988079071,2024-06-02 21:40:10,0.2199999988079071,0.0
69, LARK,2024-05-30 21:20:05,19.469999313354492,2024-06-02 21:20:05,19.469999313354492,0.0
70, METC,2024-05-30 20:07:51,14.149999618530273,2024-06-02 20:07:51,14.149999618530273,0.0
71, EXEL,2024-05-30 19:50:14,20.780000686645508,2024-06-02 19:50:14,21.690000534057617,4.3792099005893235
72, ISDR,2024-05-30 19:47:59,9.5,2024-06-02 19:47:59,9.699999809265137,2.105261150159334
73, PROP,2024-05-30 19:38:17,12.640000343322754,2024-06-02 19:38:17,12.609999656677246,-0.23734719802722212
74, RELI,2024-05-30 19:34:57,0.257999986410141,2024-06-02 19:34:57,0.2709999978542328,5.038764391028207
75, ISDR,2024-05-30 19:30:49,9.5,2024-06-02 19:30:49,9.699999809265137,2.105261150159334
76, PINE,2024-05-30 19:30:14,15.149999618530273,2024-06-02 19:30:14,15.680000305175781,3.4983544553839665
77, BGSF,2024-05-30 19:20:15,6.590000152587891,2024-06-02 19:20:15,6.949999809265137,5.462817122028053
78, GLP,2024-05-30 18:53:35,46.77000045776367,2024-06-02 18:53:35,48.33000183105469,3.335474359680192
79, JOB,2024-05-30 18:35:35,0.3499999940395355,2024-06-02 18:35:35,0.33000001311302185,-5.714280362031807
80, OPAD,2024-05-30 18:33:37,4.829999923706055,2024-06-02 18:33:37,4.849999904632568,0.4140782865927606
81, OPAD,2024-05-30 18:33:19,4.829999923706055,2024-06-02 18:33:19,4.849999904632568,0.4140782865927606
82, HUBS,2024-05-30 18:14:39,606.260009765625,2024-06-02 18:14:39,611.0499877929688,0.7900864233475526
83, DRTTF,2024-05-30 18:14:22,0.4399999976158142,2024-06-02 18:14:22,0.4399999976158142,0.0
84, CZR,2024-05-30 18:08:15,31.850000381469727,2024-06-02 18:08:15,35.560001373291016,11.648354622877056
85, PPTIN,2024-05-30 18:01:45,31.850000381469727,2024-06-02 18:01:45,35.560001373291016,11.648354622877056
86, UBFO,2024-05-30 18:00:14,7.25,2024-06-02 18:00:14,7.260000228881836,0.13793419147359914
87, LKQ,2024-05-30 18:00:07,41.91999816894531,2024-06-02 18:00:07,43.029998779296875,2.6479023350097863
88, ACDC,2024-05-30 17:46:13,9.300000190734863,2024-06-02 17:46:13,9.619999885559082,3.440856863024786
89, LDI,2024-05-30 17:45:18,1.7799999713897705,2024-06-02 17:45:18,1.809999942779541,1.6853916782002771
90, ACDC,2024-05-30 17:40:50,9.300000190734863,2024-06-02 17:40:50,9.619999885559082,3.440856863024786
91, JMSB,2024-05-30 17:20:37,17.399999618530273,2024-06-02 17:20:37,17.239999771118164,-0.9195393731027225
92, AXS,2024-05-30 17:13:32,72.81999969482422,2024-06-02 17:13:32,73.87999725341797,1.4556407072727449
93, LIND,2024-05-30 17:12:42,7.659999847412109,2024-06-02 17:12:42,7.739999771118164,1.0443854477762455
94, HPP,2024-05-30 17:06:57,4.71999979019165,2024-06-02 17:06:57,4.909999847412109,4.025425120045275
95, HPP,2024-05-30 17:06:14,4.71999979019165,2024-06-02 17:06:14,4.909999847412109,4.025425120045275
96, TMCI,2024-05-30 17:04:07,5.75,2024-06-02 17:04:07,5.880000114440918,2.2608715554942256
97, SELF,2024-05-30 16:49:49,4.980000019073486,2024-06-02 16:49:49,4.96999979019165,-0.2008078081031102
98, TLS,2024-05-30 16:44:34,4.349999904632568,2024-06-02 16:44:34,4.53000020980835,4.137938140736243
99, NEPH,2024-05-30 16:35:22,2.200000047683716,2024-06-02 16:35:22,2.180000066757202,-0.9090900224102623
